sections: sections=1, blocks=2, chunks=2
sections: sections=1, blocks=1, chunks=1
sections: sections=1, blocks=1, chunks=1
tafsir_analysis_dummy: sections=2, blocks=2, chunks=2
tafsir_analysis_dummy: sections=2, blocks=2, chunks=2
tafsir_analysis_dummy: sections=2, blocks=2, chunks=2
tafsir_analysis_dummy: sections=4, blocks=4, chunks=4
sections: sections=1, blocks=2, chunks=2
sections: sections=1, blocks=1, chunks=1
sections: sections=1, blocks=1, chunks=1
tafsir_analysis_dummy: sections=2, blocks=2, chunks=2
tafsir_analysis_dummy: sections=4, blocks=4, chunks=4
tafsir_analysis_katheer: sections=5, blocks=43, chunks=130
tafsir_analysis_katheer: sections=5, blocks=31, chunks=94
tafsir_analysis_katheer: sections=5, blocks=26, chunks=64
tafsir_analysis_katheer: sections=5, blocks=53, chunks=162
tafsir_analysis_katheer: sections=5, blocks=21, chunks=55
tafsir_analysis_katheer: sections=5, blocks=14, chunks=25
tafsir_analysis_katheer: sections=5, blocks=31, chunks=111
tafsir_analysis_katheer: sections=5, blocks=28, chunks=67
tafsir_analysis_katheer: sections=5, blocks=45, chunks=69
tafsir_analysis_katheer: sections=5, blocks=30, chunks=77
tafsir_analysis_katheer: sections=5, blocks=28, chunks=56
tafsir_analysis_katheer: sections=5, blocks=32, chunks=50
tafsir_analysis_katheer: sections=5, blocks=38, chunks=60
tafsir_analysis_katheer: sections=5, blocks=16, chunks=46
tafsir_analysis_katheer: sections=5, blocks=35, chunks=70
tafsir_analysis_katheer: sections=5, blocks=38, chunks=102
tafsir_analysis_katheer: sections=5, blocks=25, chunks=67
tafsir_analysis_katheer: sections=5, blocks=33, chunks=91
tafsir_analysis_katheer: sections=5, blocks=36, chunks=61
tafsir_analysis_katheer: sections=5, blocks=17, chunks=45
tafsir_analysis_katheer: sections=5, blocks=13, chunks=37
tafsir_analysis_katheer: sections=5, blocks=31, chunks=46
tafsir_analysis_katheer: sections=5, blocks=22, chunks=54
tafsir_analysis_katheer: sections=5, blocks=38, chunks=84
tafsir_analysis_katheer: sections=5, blocks=34, chunks=99
tafsir_analysis_katheer: sections=5, blocks=27, chunks=62
tafsir_analysis_katheer: sections=5, blocks=15, chunks=38
tafsir_analysis_katheer: sections=5, blocks=28, chunks=47
tafsir_analysis_katheer: sections=5, blocks=37, chunks=68
tafsir_analysis_katheer: sections=5, blocks=28, chunks=63
tafsir_analysis_katheer: sections=5, blocks=23, chunks=62
tafsir_analysis_katheer: sections=5, blocks=51, chunks=102
tafsir_analysis_katheer: sections=5, blocks=28, chunks=51
tafsir_analysis_katheer: sections=5, blocks=14, chunks=39
tafsir_analysis_katheer: sections=5, blocks=8, chunks=24
tafsir_analysis_katheer: sections=5, blocks=13, chunks=33
tafsir_analysis_katheer: sections=5, blocks=21, chunks=58
tafsir_analysis_katheer: sections=5, blocks=18, chunks=39
tafsir_analysis_katheer: sections=5, blocks=45, chunks=84
tafsir_analysis_katheer: sections=5, blocks=17, chunks=46
tafsir_analysis_katheer: sections=5, blocks=42, chunks=70
tafsir_analysis_katheer: sections=5, blocks=10, chunks=22
tafsir_analysis_katheer: sections=5, blocks=17, chunks=31
tafsir_analysis_katheer: sections=5, blocks=12, chunks=37
tafsir_analysis_katheer: sections=5, blocks=27, chunks=59
tafsir_analysis_katheer: sections=5, blocks=38, chunks=82
tafsir_analysis_katheer: sections=5, blocks=53, chunks=157
tafsir_analysis_katheer: sections=5, blocks=18, chunks=44
tafsir_analysis_katheer: sections=5, blocks=20, chunks=55
tafsir_analysis_katheer: sections=5, blocks=23, chunks=62
tafsir_analysis_katheer: sections=5, blocks=30, chunks=66
tafsir_analysis_katheer: sections=5, blocks=17, chunks=46
tafsir_analysis_katheer: sections=5, blocks=11, chunks=23
tafsir_analysis_katheer: sections=5, blocks=19, chunks=48
tafsir_analysis_katheer: sections=5, blocks=19, chunks=63
tafsir_analysis_katheer: sections=5, blocks=24, chunks=62
tafsir_analysis_katheer: sections=5, blocks=15, chunks=42
tafsir_analysis_katheer: sections=5, blocks=15, chunks=33
tafsir_analysis_katheer: sections=5, blocks=9, chunks=27
tafsir_analysis_katheer: sections=5, blocks=11, chunks=23
tafsir_analysis_katheer: sections=5, blocks=5, chunks=5
tafsir_analysis_katheer: sections=5, blocks=5, chunks=5
tafsir_analysis_katheer: sections=5, blocks=5, chunks=13
tafsir_analysis_katheer: sections=5, blocks=5, chunks=5
tafsir_analysis_katheer: sections=5, blocks=6, chunks=16
tafsir_analysis_katheer: sections=5, blocks=11, chunks=30
tafsir_analysis_katheer: sections=5, blocks=29, chunks=50
tafsir_analysis_katheer: sections=5, blocks=5, chunks=21
tafsir_analysis_katheer: sections=5, blocks=16, chunks=63
tafsir_analysis_katheer: sections=5, blocks=9, chunks=23
tafsir_analysis_katheer: sections=5, blocks=19, chunks=31
tafsir_analysis_katheer: sections=5, blocks=17, chunks=42
tafsir_analysis_katheer: sections=5, blocks=19, chunks=58
tafsir_analysis_katheer: sections=5, blocks=14, chunks=42
tafsir_analysis_katheer: sections=5, blocks=6, chunks=24
tafsir_analysis_katheer: sections=5, blocks=15, chunks=35
tafsir_analysis_katheer: sections=5, blocks=19, chunks=43
tafsir_analysis_katheer: sections=5, blocks=23, chunks=53
tafsir_analysis_katheer: sections=5, blocks=11, chunks=19
tafsir_analysis_katheer: sections=5, blocks=16, chunks=44
tafsir_analysis_katheer: sections=5, blocks=6, chunks=23
tafsir_analysis_katheer: sections=5, blocks=16, chunks=30
tafsir_analysis_katheer: sections=5, blocks=6, chunks=18
tafsir_analysis_katheer: sections=5, blocks=18, chunks=40
tafsir_analysis_katheer: sections=5, blocks=19, chunks=46
tafsir_analysis_katheer: sections=4, blocks=8, chunks=19
tafsir_analysis_katheer: sections=5, blocks=9, chunks=22
tafsir_analysis_katheer: sections=5, blocks=12, chunks=28
tafsir_analysis_katheer: sections=5, blocks=38, chunks=72
tafsir_analysis_katheer: sections=5, blocks=35, chunks=77
tafsir_analysis_katheer: sections=5, blocks=7, chunks=18
tafsir_analysis_katheer: sections=5, blocks=21, chunks=44
tafsir_analysis_katheer: sections=5, blocks=18, chunks=51
tafsir_analysis_katheer: sections=5, blocks=24, chunks=52
tafsir_analysis_katheer: sections=5, blocks=8, chunks=22
tafsir_analysis_katheer: sections=5, blocks=15, chunks=31
tafsir_analysis_katheer: sections=5, blocks=12, chunks=24
tafsir_analysis_katheer: sections=5, blocks=19, chunks=48
tafsir_analysis_katheer: sections=5, blocks=60, chunks=99
tafsir_analysis_katheer: sections=5, blocks=16, chunks=31
tafsir_analysis_katheer: sections=5, blocks=21, chunks=51
tafsir_analysis_katheer: sections=5, blocks=16, chunks=45
tafsir_analysis_katheer: sections=5, blocks=13, chunks=27
tafsir_analysis_katheer: sections=5, blocks=13, chunks=32
tafsir_analysis_katheer: sections=5, blocks=20, chunks=62
tafsir_analysis_katheer: sections=5, blocks=15, chunks=51
tafsir_analysis_katheer: sections=5, blocks=22, chunks=37
tafsir_analysis_katheer: sections=5, blocks=21, chunks=39
tafsir_analysis_katheer: sections=5, blocks=15, chunks=39
sections: sections=1, blocks=2, chunks=2
sections: sections=1, blocks=1, chunks=1
sections: sections=1, blocks=1, chunks=1
tafsir_analysis_dummy: sections=2, blocks=2, chunks=2
sections: sections=1, blocks=1, chunks=2
sections: sections=1, blocks=1, chunks=2
sections: sections=1, blocks=2, chunks=2
sections: sections=1, blocks=1, chunks=1
sections: sections=1, blocks=1, chunks=1
tafsir_analysis_dummy: sections=2, blocks=2, chunks=2
tafsir_analysis_dummy: sections=4, blocks=4, chunks=4
sections: sections=1, blocks=1, chunks=2
sections: sections=1, blocks=1, chunks=2
sections: sections=1, blocks=2, chunks=2
sections: sections=1, blocks=1, chunks=1
sections: sections=1, blocks=1, chunks=1
tafsir_analysis_dummy: sections=2, blocks=2, chunks=2
tafsir_analysis_dummy: sections=4, blocks=4, chunks=4
sections: sections=1, blocks=1, chunks=2
sections: sections=1, blocks=1, chunks=2
sections: sections=1, blocks=2, chunks=2
sections: sections=1, blocks=1, chunks=1
sections: sections=1, blocks=1, chunks=1
tafsir_analysis_dummy: sections=2, blocks=2, chunks=2
tafsir_analysis_dummy: sections=4, blocks=4, chunks=4
sections: sections=1, blocks=1, chunks=2
sections: sections=1, blocks=1, chunks=2
sections: sections=1, blocks=2, chunks=2
sections: sections=1, blocks=1, chunks=1
sections: sections=1, blocks=1, chunks=1
tafsir_analysis_dummy: sections=2, blocks=2, chunks=2
tafsir_analysis_dummy: sections=4, blocks=4, chunks=4
sections: sections=1, blocks=1, chunks=2
sections: sections=1, blocks=1, chunks=2
sections: sections=1, blocks=2, chunks=2
sections: sections=1, blocks=1, chunks=1
sections: sections=1, blocks=1, chunks=1
tafsir_analysis_dummy: sections=2, blocks=2, chunks=2
tafsir_analysis_dummy: sections=4, blocks=4, chunks=4
sections: sections=1, blocks=1, chunks=2
sections: sections=1, blocks=1, chunks=2
sections: sections=1, blocks=2, chunks=2
sections: sections=1, blocks=1, chunks=1
sections: sections=1, blocks=1, chunks=1
tafsir_analysis_dummy: sections=2, blocks=2, chunks=2
sections: sections=1, blocks=1, chunks=2
sections: sections=1, blocks=1, chunks=2
sections: sections=1, blocks=2, chunks=2
sections: sections=1, blocks=1, chunks=1
sections: sections=1, blocks=1, chunks=1
tafsir_analysis_dummy: sections=2, blocks=2, chunks=2
tafsir_analysis_dummy: sections=4, blocks=4, chunks=4
